key,host,payload,mention,pos,tag,dep
clueweb12-0000tw-00-00037,dailyreporter.info,"- Fox Business February 10, 2012Student Loans chief's tax deal 'was approved by top civil servant' - The Guardian February 10, 2012SF Indie Fest - Default: The Student Loan Documentary - Beyond Chron February 10, 2012Student loan debt: Next big bubble to burst - ABC30.com",Indie Fest - Default: The Student Loan Documentary - Beyond,"[PROPN, PROPN, PUNCT, DET, PROPN, PROPN, PROPN, PUNCT, PROPN]","[NNP, NNP, HYPH, DT, NNP, NNP, NNP, HYPH, NNP]","[compound, compound, punct, det, compound, compound, intj, punct, intj]"
clueweb12-0000tw-00-00037,dailyreporter.info,"Science Fairs, Student Loans and More Education News - TIME February 9, 2012S&P says student loan debt could be next financial bubble - Los Angeles Times February 9, 2012Interest rates for common student loan could double this summer - Ball State Daily News February 9, 2012    ",Science Fairs,"[PROPN, PROPN]","[NNP, NNP]","[compound, nsubj]"
clueweb12-0000tw-00-00037,dailyreporter.info,"Science Fairs, Student Loans and More Education News - TIME February 9, 2012S&P says student loan debt could be next financial bubble - Los Angeles Times February 9, 2012Interest rates for common student loan could double this summer - Ball State Daily News February 9, 2012    ",Student Loans,"[NOUN, PROPN]","[NN, NNPS]","[compound, conj]"
clueweb12-0000tw-00-00037,dailyreporter.info,"Science Fairs, Student Loans and More Education News - TIME February 9, 2012S&P says student loan debt could be next financial bubble - Los Angeles Times February 9, 2012Interest rates for common student loan could double this summer - Ball State Daily News February 9, 2012    ",More Education News - TIME,"[ADJ, PROPN, PROPN, PUNCT, PROPN]","[JJR, NNP, NNP, HYPH, NNP]","[amod, compound, compound, punct, compound]"
clueweb12-0000tw-00-00037,dailyreporter.info,"Science Fairs, Student Loans and More Education News - TIME February 9, 2012S&P says student loan debt could be next financial bubble - Los Angeles Times February 9, 2012Interest rates for common student loan could double this summer - Ball State Daily News February 9, 2012    ",Los Angeles Times,"[PROPN, PROPN, PROPN]","[NNP, NNP, NNP]","[compound, compound, appos]"
clueweb12-0000tw-00-00037,dailyreporter.info,    Powered by WordPress.,WordPress,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00038,dailyreporter.info,(NYSE:,NYSE,[PROPN],[NNP],[ROOT]
clueweb12-0000tw-00-00038,dailyreporter.info,BAC ...,BAC,[PROPN],[NNP],[ROOT]
clueweb12-0000tw-00-00038,dailyreporter.info,"getting $47.1 million from bank settlement - CBS News February 10, 2012Tennessee to Receive $146 Million From Nationwide Mortgage Settlement - LoanSafe February 10, 2012Iowa's take of mortgage settlement:",CBS News,"[PROPN, PROPN]","[NNP, NNP]","[compound, compound]"
clueweb12-0000tw-00-00038,dailyreporter.info,"getting $47.1 million from bank settlement - CBS News February 10, 2012Tennessee to Receive $146 Million From Nationwide Mortgage Settlement - LoanSafe February 10, 2012Iowa's take of mortgage settlement:",2012Iowa,[PROPN],[NNP],[poss]
clueweb12-0000tw-00-00038,dailyreporter.info,In The SpotlightLocal Mortgage Lender Says National Settlement,The SpotlightLocal Mortgage Lender,"[DET, PROPN, PROPN, PROPN]","[DT, NNP, NNP, NNP]","[det, compound, compound, pobj]"
clueweb12-0000tw-00-00038,dailyreporter.info,(NYSE:,NYSE,[PROPN],[NNP],[ROOT]
clueweb12-0000tw-00-00038,dailyreporter.info,BAC ...,BAC,[PROPN],[NNP],[ROOT]
clueweb12-0000tw-00-00038,dailyreporter.info,"getting $47.1 million from bank settlement - CBS News February 10, 2012Tennessee to Receive $146 Million From Nationwide Mortgage Settlement - LoanSafe February 10, 2012Iowa's take of mortgage settlement:",CBS News,"[PROPN, PROPN]","[NNP, NNP]","[compound, compound]"
clueweb12-0000tw-00-00038,dailyreporter.info,"getting $47.1 million from bank settlement - CBS News February 10, 2012Tennessee to Receive $146 Million From Nationwide Mortgage Settlement - LoanSafe February 10, 2012Iowa's take of mortgage settlement:",2012Iowa,[PROPN],[NNP],[poss]
clueweb12-0000tw-00-00038,dailyreporter.info,"$40 million - DesMoinesRegister.com February 10, 2012$25 Billion Mortgage Agreement Doesn't Let Lenders Off Hook - BusinessWeek February 10, 2012Utah gets $171M in national mortgage settlement - CBS News February 10, 2012Lenders to pay homeowners in nationwide settlement - Orlando Sentinel February 10, 2012States and lenders reach settlement on foreclosure abuses - Rapid City Journal February 10, 2012Loan Terms Made to Order - New York Times February 9, 2012    ",CBS News,"[PROPN, PROPN]","[NNP, NNP]","[compound, dobj]"
clueweb12-0000tw-00-00038,dailyreporter.info,NYSE,NYSE,[PROPN],[NNP],[ROOT]
clueweb12-0000tw-00-00038,dailyreporter.info,19 pct fall in Q4 profit on costs related to failed Washington PostPARIS  ,pct,[NOUN],[NN],[nsubj]
clueweb12-0000tw-00-00038,dailyreporter.info,19 pct fall in Q4 profit on costs related to failed Washington PostPARIS  ,Washington,[PROPN],[NNP],[compound]
clueweb12-0000tw-00-00038,dailyreporter.info,NYSE,NYSE,[PROPN],[NNP],[ROOT]
clueweb12-0000tw-00-00038,dailyreporter.info,Euronext on Friday said costs related to its collapsed merger with German stock market Deutsche Boerse caused a slump in fourth quarter earnings.,Deutsche Boerse,"[PROPN, PROPN]","[NNP, NNP]","[compound, pobj]"
clueweb12-0000tw-00-00038,dailyreporter.info,"The company, which owns the main exchanges in New York and Paris among others, reported net Stocks to Watch:",New York,"[PROPN, PROPN]","[NNP, NNP]","[compound, pobj]"
clueweb12-0000tw-00-00038,dailyreporter.info,"The company, which owns the main exchanges in New York and Paris among others, reported net Stocks to Watch:",Paris,[PROPN],[NNP],[conj]
clueweb12-0000tw-00-00038,dailyreporter.info,"NYSE Euronext, LinkedInTheStreet.comTechnology services boost NYSE Euronext profitReutersNYSE",NYSE,[PROPN],[NNP],[dobj]
clueweb12-0000tw-00-00038,dailyreporter.info,"Euronext Fourth-Quarter Profit Falls, Exceeding EstimatesBusinessWeekNASDAQ-BBC News",Profit Falls,"[PROPN, PROPN]","[NNP, NNP]","[compound, pobj]"
clueweb12-0000tw-00-00038,dailyreporter.info,"Euronext Fourth-Quarter Profit Falls, Exceeding EstimatesBusinessWeekNASDAQ-BBC News",Exceeding EstimatesBusinessWeekNASDAQ-BBC News,"[VERB, PROPN]","[VBG, NNP]","[amod, appos]"
clueweb12-0000tw-00-00038,dailyreporter.info, Trending TopicsThe Arrowhead:,TopicsThe Arrowhead,"[PROPN, PROPN]","[NNP, NNP]","[compound, ROOT]"
clueweb12-0000tw-00-00038,dailyreporter.info,"- Fox Business February 10, 2012Student Loans chief's tax deal 'was approved by top civil servant' - The Guardian February 10, 2012SF Indie Fest - Default: The Student Loan Documentary - Beyond Chron February 10, 2012Student loan debt: Next big bubble to burst - ABC30.com",Indie Fest - Default: The Student Loan Documentary - Beyond,"[PROPN, PROPN, PUNCT, DET, PROPN, PROPN, PROPN, PUNCT, PROPN]","[NNP, NNP, HYPH, DT, NNP, NNP, NNP, HYPH, NNP]","[compound, compound, punct, det, compound, compound, intj, punct, intj]"
clueweb12-0000tw-00-00038,dailyreporter.info,"Science Fairs, Student Loans and More Education News - TIME February 9, 2012S&P says student loan debt could be next financial bubble - Los Angeles Times February 9, 2012Interest rates for common student loan could double this summer - Ball State Daily News February 9, 2012    ",Science Fairs,"[PROPN, PROPN]","[NNP, NNP]","[compound, nsubj]"
clueweb12-0000tw-00-00038,dailyreporter.info,"Science Fairs, Student Loans and More Education News - TIME February 9, 2012S&P says student loan debt could be next financial bubble - Los Angeles Times February 9, 2012Interest rates for common student loan could double this summer - Ball State Daily News February 9, 2012    ",Student Loans,"[NOUN, PROPN]","[NN, NNPS]","[compound, conj]"
clueweb12-0000tw-00-00038,dailyreporter.info,"Science Fairs, Student Loans and More Education News - TIME February 9, 2012S&P says student loan debt could be next financial bubble - Los Angeles Times February 9, 2012Interest rates for common student loan could double this summer - Ball State Daily News February 9, 2012    ",More Education News - TIME,"[ADJ, PROPN, PROPN, PUNCT, PROPN]","[JJR, NNP, NNP, HYPH, NNP]","[amod, compound, compound, punct, compound]"
clueweb12-0000tw-00-00038,dailyreporter.info,"Science Fairs, Student Loans and More Education News - TIME February 9, 2012S&P says student loan debt could be next financial bubble - Los Angeles Times February 9, 2012Interest rates for common student loan could double this summer - Ball State Daily News February 9, 2012    ",Los Angeles Times,"[PROPN, PROPN, PROPN]","[NNP, NNP, NNP]","[compound, compound, appos]"
clueweb12-0000tw-00-00038,dailyreporter.info,    Powered by WordPress.,WordPress,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00039,dailyreporter.info,(NYSE:,NYSE,[PROPN],[NNP],[ROOT]
clueweb12-0000tw-00-00039,dailyreporter.info,BAC ...,BAC,[PROPN],[NNP],[ROOT]
clueweb12-0000tw-00-00039,dailyreporter.info,"getting $47.1 million from bank settlement - CBS News February 10, 2012Tennessee to Receive $146 Million From Nationwide Mortgage Settlement - LoanSafe February 10, 2012Iowa's take of mortgage settlement:",CBS News,"[PROPN, PROPN]","[NNP, NNP]","[compound, compound]"
clueweb12-0000tw-00-00039,dailyreporter.info,"getting $47.1 million from bank settlement - CBS News February 10, 2012Tennessee to Receive $146 Million From Nationwide Mortgage Settlement - LoanSafe February 10, 2012Iowa's take of mortgage settlement:",2012Iowa,[PROPN],[NNP],[poss]
clueweb12-0000tw-00-00039,dailyreporter.info,In The SpotlightLocal Mortgage Lender Says National Settlement,The SpotlightLocal Mortgage Lender,"[DET, PROPN, PROPN, PROPN]","[DT, NNP, NNP, NNP]","[det, compound, compound, pobj]"
clueweb12-0000tw-00-00039,dailyreporter.info,(NYSE:,NYSE,[PROPN],[NNP],[ROOT]
clueweb12-0000tw-00-00039,dailyreporter.info,BAC ...,BAC,[PROPN],[NNP],[ROOT]
clueweb12-0000tw-00-00039,dailyreporter.info,"getting $47.1 million from bank settlement - CBS News February 10, 2012Tennessee to Receive $146 Million From Nationwide Mortgage Settlement - LoanSafe February 10, 2012Iowa's take of mortgage settlement:",CBS News,"[PROPN, PROPN]","[NNP, NNP]","[compound, compound]"
clueweb12-0000tw-00-00039,dailyreporter.info,"getting $47.1 million from bank settlement - CBS News February 10, 2012Tennessee to Receive $146 Million From Nationwide Mortgage Settlement - LoanSafe February 10, 2012Iowa's take of mortgage settlement:",2012Iowa,[PROPN],[NNP],[poss]
clueweb12-0000tw-00-00039,dailyreporter.info,"$40 million - DesMoinesRegister.com February 10, 2012$25 Billion Mortgage Agreement Doesn't Let Lenders Off Hook - BusinessWeek February 10, 2012Utah gets $171M in national mortgage settlement - CBS News February 10, 2012Lenders to pay homeowners in nationwide settlement - Orlando Sentinel February 10, 2012States and lenders reach settlement on foreclosure abuses - Rapid City Journal February 10, 2012Loan Terms Made to Order - New York Times February 9, 2012    ",CBS News,"[PROPN, PROPN]","[NNP, NNP]","[compound, dobj]"
clueweb12-0000tw-00-00039,dailyreporter.info,"Total raises capex as higher costs squeeze marginReutersBy Caroline Jacobs and Muriel Boselli  PARIS (Reuters)  French oil major Total SA (TOTF.PA) pledged to raise its capital expenditure to $24 billion in 2012, joining an industry trend for big oil companies to have to spend more on exploration and Total's Profit Rises on High Oil PricesWall Street JournalTotal's profits jump 16% on higher oil pricesAFPTotal plans increased investmentIrish TimesThe Associated Press",marginReutersBy Caroline Jacobs,"[PROPN, PROPN, PROPN]","[NNP, NNP, NNP]","[compound, compound, dobj]"
clueweb12-0000tw-00-00039,dailyreporter.info,"Total raises capex as higher costs squeeze marginReutersBy Caroline Jacobs and Muriel Boselli  PARIS (Reuters)  French oil major Total SA (TOTF.PA) pledged to raise its capital expenditure to $24 billion in 2012, joining an industry trend for big oil companies to have to spend more on exploration and Total's Profit Rises on High Oil PricesWall Street JournalTotal's profits jump 16% on higher oil pricesAFPTotal plans increased investmentIrish TimesThe Associated Press",Muriel Boselli,"[PROPN, PROPN]","[NNP, NNP]","[compound, conj]"
clueweb12-0000tw-00-00039,dailyreporter.info,"Total raises capex as higher costs squeeze marginReutersBy Caroline Jacobs and Muriel Boselli  PARIS (Reuters)  French oil major Total SA (TOTF.PA) pledged to raise its capital expenditure to $24 billion in 2012, joining an industry trend for big oil companies to have to spend more on exploration and Total's Profit Rises on High Oil PricesWall Street JournalTotal's profits jump 16% on higher oil pricesAFPTotal plans increased investmentIrish TimesThe Associated Press",PARIS,[PROPN],[NNP],[conj]
clueweb12-0000tw-00-00039,dailyreporter.info,"Total raises capex as higher costs squeeze marginReutersBy Caroline Jacobs and Muriel Boselli  PARIS (Reuters)  French oil major Total SA (TOTF.PA) pledged to raise its capital expenditure to $24 billion in 2012, joining an industry trend for big oil companies to have to spend more on exploration and Total's Profit Rises on High Oil PricesWall Street JournalTotal's profits jump 16% on higher oil pricesAFPTotal plans increased investmentIrish TimesThe Associated Press",Reuters,[PROPN],[NNP],[appos]
clueweb12-0000tw-00-00039,dailyreporter.info,"Total raises capex as higher costs squeeze marginReutersBy Caroline Jacobs and Muriel Boselli  PARIS (Reuters)  French oil major Total SA (TOTF.PA) pledged to raise its capital expenditure to $24 billion in 2012, joining an industry trend for big oil companies to have to spend more on exploration and Total's Profit Rises on High Oil PricesWall Street JournalTotal's profits jump 16% on higher oil pricesAFPTotal plans increased investmentIrish TimesThe Associated Press",Total SA,"[PROPN, PROPN]","[NNP, NNP]","[conj, nsubj]"
clueweb12-0000tw-00-00039,dailyreporter.info,"Total raises capex as higher costs squeeze marginReutersBy Caroline Jacobs and Muriel Boselli  PARIS (Reuters)  French oil major Total SA (TOTF.PA) pledged to raise its capital expenditure to $24 billion in 2012, joining an industry trend for big oil companies to have to spend more on exploration and Total's Profit Rises on High Oil PricesWall Street JournalTotal's profits jump 16% on higher oil pricesAFPTotal plans increased investmentIrish TimesThe Associated Press",Total's Profit Rises on High Oil PricesWall Street JournalTotal's,"[PROPN, VERB, ADP, ADJ, PROPN, PROPN, PROPN]","[NNP, VBZ, IN, JJ, NNP, NNP, NNP]","[compound, pobj, prep, compound, compound, compound, compound]"
clueweb12-0000tw-00-00039,dailyreporter.info,"Total raises capex as higher costs squeeze marginReutersBy Caroline Jacobs and Muriel Boselli  PARIS (Reuters)  French oil major Total SA (TOTF.PA) pledged to raise its capital expenditure to $24 billion in 2012, joining an industry trend for big oil companies to have to spend more on exploration and Total's Profit Rises on High Oil PricesWall Street JournalTotal's profits jump 16% on higher oil pricesAFPTotal plans increased investmentIrish TimesThe Associated Press",TimesThe Associated Press,"[PROPN, PROPN, PROPN]","[NNP, NNP, NNP]","[compound, compound, dobj]"
clueweb12-0000tw-00-00039,dailyreporter.info, Trending TopicsThe Arrowhead:,TopicsThe Arrowhead,"[PROPN, PROPN]","[NNP, NNP]","[compound, ROOT]"
clueweb12-0000tw-00-00039,dailyreporter.info,"- Fox Business February 10, 2012Student Loans chief's tax deal 'was approved by top civil servant' - The Guardian February 10, 2012SF Indie Fest - Default: The Student Loan Documentary - Beyond Chron February 10, 2012Student loan debt: Next big bubble to burst - ABC30.com",Indie Fest - Default: The Student Loan Documentary - Beyond,"[PROPN, PROPN, PUNCT, DET, PROPN, PROPN, PROPN, PUNCT, PROPN]","[NNP, NNP, HYPH, DT, NNP, NNP, NNP, HYPH, NNP]","[compound, compound, punct, det, compound, compound, intj, punct, intj]"
clueweb12-0000tw-00-00039,dailyreporter.info,"Science Fairs, Student Loans and More Education News - TIME February 9, 2012S&P says student loan debt could be next financial bubble - Los Angeles Times February 9, 2012Interest rates for common student loan could double this summer - Ball State Daily News February 9, 2012    ",Science Fairs,"[PROPN, PROPN]","[NNP, NNP]","[compound, nsubj]"
clueweb12-0000tw-00-00039,dailyreporter.info,"Science Fairs, Student Loans and More Education News - TIME February 9, 2012S&P says student loan debt could be next financial bubble - Los Angeles Times February 9, 2012Interest rates for common student loan could double this summer - Ball State Daily News February 9, 2012    ",Student Loans,"[NOUN, PROPN]","[NN, NNPS]","[compound, conj]"
clueweb12-0000tw-00-00039,dailyreporter.info,"Science Fairs, Student Loans and More Education News - TIME February 9, 2012S&P says student loan debt could be next financial bubble - Los Angeles Times February 9, 2012Interest rates for common student loan could double this summer - Ball State Daily News February 9, 2012    ",More Education News - TIME,"[ADJ, PROPN, PROPN, PUNCT, PROPN]","[JJR, NNP, NNP, HYPH, NNP]","[amod, compound, compound, punct, compound]"
clueweb12-0000tw-00-00039,dailyreporter.info,"Science Fairs, Student Loans and More Education News - TIME February 9, 2012S&P says student loan debt could be next financial bubble - Los Angeles Times February 9, 2012Interest rates for common student loan could double this summer - Ball State Daily News February 9, 2012    ",Los Angeles Times,"[PROPN, PROPN, PROPN]","[NNP, NNP, NNP]","[compound, compound, appos]"
clueweb12-0000tw-00-00039,dailyreporter.info,    Powered by WordPress.,WordPress,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00040,dailyreporter.info,(NYSE:,NYSE,[PROPN],[NNP],[ROOT]
clueweb12-0000tw-00-00040,dailyreporter.info,BAC ...,BAC,[PROPN],[NNP],[ROOT]
clueweb12-0000tw-00-00040,dailyreporter.info,"getting $47.1 million from bank settlement - CBS News February 10, 2012Tennessee to Receive $146 Million From Nationwide Mortgage Settlement - LoanSafe February 10, 2012Iowa's take of mortgage settlement:",CBS News,"[PROPN, PROPN]","[NNP, NNP]","[compound, compound]"
clueweb12-0000tw-00-00040,dailyreporter.info,"getting $47.1 million from bank settlement - CBS News February 10, 2012Tennessee to Receive $146 Million From Nationwide Mortgage Settlement - LoanSafe February 10, 2012Iowa's take of mortgage settlement:",2012Iowa,[PROPN],[NNP],[poss]
clueweb12-0000tw-00-00040,dailyreporter.info,In The SpotlightLocal Mortgage Lender Says National Settlement,The SpotlightLocal Mortgage Lender,"[DET, PROPN, PROPN, PROPN]","[DT, NNP, NNP, NNP]","[det, compound, compound, pobj]"
clueweb12-0000tw-00-00040,dailyreporter.info,(NYSE:,NYSE,[PROPN],[NNP],[ROOT]
clueweb12-0000tw-00-00040,dailyreporter.info,BAC ...,BAC,[PROPN],[NNP],[ROOT]
clueweb12-0000tw-00-00040,dailyreporter.info,"getting $47.1 million from bank settlement - CBS News February 10, 2012Tennessee to Receive $146 Million From Nationwide Mortgage Settlement - LoanSafe February 10, 2012Iowa's take of mortgage settlement:",CBS News,"[PROPN, PROPN]","[NNP, NNP]","[compound, compound]"
clueweb12-0000tw-00-00040,dailyreporter.info,"getting $47.1 million from bank settlement - CBS News February 10, 2012Tennessee to Receive $146 Million From Nationwide Mortgage Settlement - LoanSafe February 10, 2012Iowa's take of mortgage settlement:",2012Iowa,[PROPN],[NNP],[poss]
clueweb12-0000tw-00-00040,dailyreporter.info,"$40 million - DesMoinesRegister.com February 10, 2012$25 Billion Mortgage Agreement Doesn't Let Lenders Off Hook - BusinessWeek February 10, 2012Utah gets $171M in national mortgage settlement - CBS News February 10, 2012Lenders to pay homeowners in nationwide settlement - Orlando Sentinel February 10, 2012States and lenders reach settlement on foreclosure abuses - Rapid City Journal February 10, 2012Loan Terms Made to Order - New York Times February 9, 2012    ",CBS News,"[PROPN, PROPN]","[NNP, NNP]","[compound, dobj]"
clueweb12-0000tw-00-00040,dailyreporter.info,"Report: Donations Given To Phantom Company By Wyclef Jean's CharityCinema BlendOn January 12th, 2010, an earthquake devastated Haiti, killing many and further impoverishing the nation.","CharityCinema BlendOn January 12th, 2010","[PROPN, PROPN, PROPN, NUM]","[NNP, NNP, NNP, CD]","[compound, compound, compound, npadvmod]"
clueweb12-0000tw-00-00040,dailyreporter.info,"Report: Donations Given To Phantom Company By Wyclef Jean's CharityCinema BlendOn January 12th, 2010, an earthquake devastated Haiti, killing many and further impoverishing the nation.",Haiti,[PROPN],[NNP],[dobj]
clueweb12-0000tw-00-00040,dailyreporter.info,Wyclef Jean defends Haiti charity's actionsMiamiHerald.comQuestions Raised Over Allotment of Wyclef Jean's Haiti,Wyclef Jean,"[PROPN, PROPN]","[NNP, NNP]","[compound, poss]"
clueweb12-0000tw-00-00040,dailyreporter.info,Wyclef Jean defends Haiti charity's actionsMiamiHerald.comQuestions Raised Over Allotment of Wyclef Jean's Haiti,Haiti,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00040,dailyreporter.info,Wyclef Jean defends Haiti charity's actionsMiamiHerald.comQuestions Raised Over Allotment of Wyclef Jean's Haiti,Wyclef Jean's,[PROPN],[NNP],[compound]
clueweb12-0000tw-00-00040,dailyreporter.info, Trending TopicsThe Arrowhead:,TopicsThe Arrowhead,"[PROPN, PROPN]","[NNP, NNP]","[compound, ROOT]"
clueweb12-0000tw-00-00040,dailyreporter.info,"- Fox Business February 10, 2012Student Loans chief's tax deal 'was approved by top civil servant' - The Guardian February 10, 2012SF Indie Fest - Default: The Student Loan Documentary - Beyond Chron February 10, 2012Student loan debt: Next big bubble to burst - ABC30.com",Indie Fest - Default: The Student Loan Documentary - Beyond,"[PROPN, PROPN, PUNCT, DET, PROPN, PROPN, PROPN, PUNCT, PROPN]","[NNP, NNP, HYPH, DT, NNP, NNP, NNP, HYPH, NNP]","[compound, compound, punct, det, compound, compound, intj, punct, intj]"
clueweb12-0000tw-00-00040,dailyreporter.info,"Science Fairs, Student Loans and More Education News - TIME February 9, 2012S&P says student loan debt could be next financial bubble - Los Angeles Times February 9, 2012Interest rates for common student loan could double this summer - Ball State Daily News February 9, 2012    ",Science Fairs,"[PROPN, PROPN]","[NNP, NNP]","[compound, nsubj]"
clueweb12-0000tw-00-00040,dailyreporter.info,"Science Fairs, Student Loans and More Education News - TIME February 9, 2012S&P says student loan debt could be next financial bubble - Los Angeles Times February 9, 2012Interest rates for common student loan could double this summer - Ball State Daily News February 9, 2012    ",Student Loans,"[NOUN, PROPN]","[NN, NNPS]","[compound, conj]"
clueweb12-0000tw-00-00040,dailyreporter.info,"Science Fairs, Student Loans and More Education News - TIME February 9, 2012S&P says student loan debt could be next financial bubble - Los Angeles Times February 9, 2012Interest rates for common student loan could double this summer - Ball State Daily News February 9, 2012    ",More Education News - TIME,"[ADJ, PROPN, PROPN, PUNCT, PROPN]","[JJR, NNP, NNP, HYPH, NNP]","[amod, compound, compound, punct, compound]"
clueweb12-0000tw-00-00040,dailyreporter.info,"Science Fairs, Student Loans and More Education News - TIME February 9, 2012S&P says student loan debt could be next financial bubble - Los Angeles Times February 9, 2012Interest rates for common student loan could double this summer - Ball State Daily News February 9, 2012    ",Los Angeles Times,"[PROPN, PROPN, PROPN]","[NNP, NNP, NNP]","[compound, compound, appos]"
clueweb12-0000tw-00-00040,dailyreporter.info,    Powered by WordPress.,WordPress,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00041,dailyreporter.info,(NYSE:,NYSE,[PROPN],[NNP],[ROOT]
clueweb12-0000tw-00-00041,dailyreporter.info,BAC ...,BAC,[PROPN],[NNP],[ROOT]
clueweb12-0000tw-00-00041,dailyreporter.info,"getting $47.1 million from bank settlement - CBS News February 10, 2012Tennessee to Receive $146 Million From Nationwide Mortgage Settlement - LoanSafe February 10, 2012Iowa's take of mortgage settlement:",CBS News,"[PROPN, PROPN]","[NNP, NNP]","[compound, compound]"
clueweb12-0000tw-00-00041,dailyreporter.info,"getting $47.1 million from bank settlement - CBS News February 10, 2012Tennessee to Receive $146 Million From Nationwide Mortgage Settlement - LoanSafe February 10, 2012Iowa's take of mortgage settlement:",2012Iowa,[PROPN],[NNP],[poss]
clueweb12-0000tw-00-00041,dailyreporter.info,In The SpotlightLocal Mortgage Lender Says National Settlement,The SpotlightLocal Mortgage Lender,"[DET, PROPN, PROPN, PROPN]","[DT, NNP, NNP, NNP]","[det, compound, compound, pobj]"
clueweb12-0000tw-00-00041,dailyreporter.info,(NYSE:,NYSE,[PROPN],[NNP],[ROOT]
clueweb12-0000tw-00-00041,dailyreporter.info,BAC ...,BAC,[PROPN],[NNP],[ROOT]
clueweb12-0000tw-00-00041,dailyreporter.info,"getting $47.1 million from bank settlement - CBS News February 10, 2012Tennessee to Receive $146 Million From Nationwide Mortgage Settlement - LoanSafe February 10, 2012Iowa's take of mortgage settlement:",CBS News,"[PROPN, PROPN]","[NNP, NNP]","[compound, compound]"
clueweb12-0000tw-00-00041,dailyreporter.info,"getting $47.1 million from bank settlement - CBS News February 10, 2012Tennessee to Receive $146 Million From Nationwide Mortgage Settlement - LoanSafe February 10, 2012Iowa's take of mortgage settlement:",2012Iowa,[PROPN],[NNP],[poss]
clueweb12-0000tw-00-00041,dailyreporter.info,"$40 million - DesMoinesRegister.com February 10, 2012$25 Billion Mortgage Agreement Doesn't Let Lenders Off Hook - BusinessWeek February 10, 2012Utah gets $171M in national mortgage settlement - CBS News February 10, 2012Lenders to pay homeowners in nationwide settlement - Orlando Sentinel February 10, 2012States and lenders reach settlement on foreclosure abuses - Rapid City Journal February 10, 2012Loan Terms Made to Order - New York Times February 9, 2012    ",CBS News,"[PROPN, PROPN]","[NNP, NNP]","[compound, dobj]"
clueweb12-0000tw-00-00041,dailyreporter.info,"Their cargo ship sank in gale-force winds some 20 miles south of Holyhead, Wales, early yesterday.",Holyhead,[PROPN],[NNP],[pobj]
clueweb12-0000tw-00-00041,dailyreporter.info,"Their cargo ship sank in gale-force winds some 20 miles south of Holyhead, Wales, early yesterday.",Wales,[PROPN],[NNP],[appos]
clueweb12-0000tw-00-00041,dailyreporter.info,north WalesBBC NewsNew search for five missing seamenThe Press AssociationUK Prince William joins Irish Sea rescue mission of the Russian crew missingeTaiwan NewsTelegraph.co.uk-,north WalesBBC,"[PROPN, PROPN]","[NNP, NNP]","[nmod, punct]"
clueweb12-0000tw-00-00041,dailyreporter.info,north WalesBBC NewsNew search for five missing seamenThe Press AssociationUK Prince William joins Irish Sea rescue mission of the Russian crew missingeTaiwan NewsTelegraph.co.uk-,seamenThe Press,"[PROPN, PROPN]","[NNP, NNP]","[compound, compound]"
clueweb12-0000tw-00-00041,dailyreporter.info,north WalesBBC NewsNew search for five missing seamenThe Press AssociationUK Prince William joins Irish Sea rescue mission of the Russian crew missingeTaiwan NewsTelegraph.co.uk-,Prince William,"[PROPN, PROPN]","[NNP, NNP]","[compound, pobj]"
clueweb12-0000tw-00-00041,dailyreporter.info,"The Guardian-Sydney Morning Heraldall 1,098 news articles",Guardian,[PROPN],[NNP],[compound]
clueweb12-0000tw-00-00041,dailyreporter.info, Trending TopicsThe Arrowhead:,TopicsThe Arrowhead,"[PROPN, PROPN]","[NNP, NNP]","[compound, ROOT]"
clueweb12-0000tw-00-00041,dailyreporter.info,"- Fox Business February 10, 2012Student Loans chief's tax deal 'was approved by top civil servant' - The Guardian February 10, 2012SF Indie Fest - Default: The Student Loan Documentary - Beyond Chron February 10, 2012Student loan debt: Next big bubble to burst - ABC30.com",Indie Fest - Default: The Student Loan Documentary - Beyond,"[PROPN, PROPN, PUNCT, DET, PROPN, PROPN, PROPN, PUNCT, PROPN]","[NNP, NNP, HYPH, DT, NNP, NNP, NNP, HYPH, NNP]","[compound, compound, punct, det, compound, compound, intj, punct, intj]"
clueweb12-0000tw-00-00041,dailyreporter.info,"Science Fairs, Student Loans and More Education News - TIME February 9, 2012S&P says student loan debt could be next financial bubble - Los Angeles Times February 9, 2012Interest rates for common student loan could double this summer - Ball State Daily News February 9, 2012    ",Science Fairs,"[PROPN, PROPN]","[NNP, NNP]","[compound, nsubj]"
clueweb12-0000tw-00-00041,dailyreporter.info,"Science Fairs, Student Loans and More Education News - TIME February 9, 2012S&P says student loan debt could be next financial bubble - Los Angeles Times February 9, 2012Interest rates for common student loan could double this summer - Ball State Daily News February 9, 2012    ",Student Loans,"[NOUN, PROPN]","[NN, NNPS]","[compound, conj]"
